,wind10,temp,atmosphere,humidity,power,en_month,en_hour,en_cos_angle
0,2.209,-13.484,-0.6993711375970347,76.32,0.254383,0.32,0.0,0.934334557425111
1,1.828,-13.691,-0.8755230556138908,76.757,0.329703,0.32,0.041666666666666664,-0.47149033681947516
2,2.193,-13.766,-0.6438484172963563,76.981,0.296306,0.32,0.08333333333333333,0.3014395070960506
3,2.654,-13.691,-0.8229119419006783,76.821,0.18759,0.32,0.125,-0.9287327432617509
4,2.249,-13.447,-0.5781971420734189,74.571,0.081005,0.32,0.16666666666666666,0.9987889210216382
5,1.974,-13.983,-0.8131346273649362,71.808,0.189721,0.32,0.20833333333333334,0.25322911984577734
6,2.22,-14.014,-0.6245203910003435,70.816,0.265041,0.32,0.25,-0.05332858565518889
7,1.953,-14.149,-0.9289318152115036,69.525,0.241593,0.32,0.2916666666666667,-0.4884860764491111
8,2.276,-14.116,-0.5984117675139674,69.824,0.184037,0.32,0.3333333333333333,0.9913539578492712
9,2.583,-14.183,-0.7403005372060155,75.029,0.119375,0.32,0.375,0.9716099637682718
10,2.125,-14.166,-0.8909883020852796,77.312,0.30128,0.32,0.4166666666666667,-0.08070680690294794
11,2.238,-14.149,-0.5576211622402046,77.035,0.508055,0.32,0.4583333333333333,-0.6132500265321477
12,2.576,-14.266,-0.8183403058824184,74.261,1.082193,0.32,0.5,-0.1754411942049188
13,2.552,-14.099,-0.9590183935578703,71.36,0.537188,0.32,0.5416666666666666,-0.8316394373159606
14,2.258,-14.116,-0.9320663909210575,69.643,0.156325,0.32,0.5833333333333334,0.7525636704412652
15,2.544,-13.899,-0.637706655015772,68.501,0.724778,0.32,0.625,0.9998223481959503
16,1.838,-14.233,-0.15785426293290247,67.467,0.226671,0.32,0.6666666666666666,-0.9536793703049976
17,2.051,-14.249,-0.7057755547941026,67.328,0.218855,0.32,0.7083333333333334,0.20064867129749747
18,1.576,-14.133,-0.48688268610062135,68.075,0.366652,0.32,0.75,-0.004350587684744706
19,1.531,-14.278,-0.6507086262464371,68.384,0.333966,0.32,0.7916666666666666,0.9912716110289475
20,1.44,-14.641,-0.41188096868267704,68.011,0.328282,0.32,0.8333333333333334,0.9994809680650575
21,2.174,-14.828,-0.6627740592897303,69.024,0.301991,0.32,0.875,0.9989775833754172
22,2.261,-14.599,-0.3741845536366739,69.717,0.297017,0.32,0.9166666666666666,-0.9905442423502645
23,1.376,-14.481,-0.5716515327497113,70.784,0.267173,0.32,0.9583333333333334,0.36890876927777355
24,1.473,-14.433,-0.711420393692307,71.168,0.153482,0.32,1.0,0.9835241280893194
25,2.057,-14.724,-0.7170197019282262,71.189,0.266463,0.32,1.0416666666666667,-0.9996744031543633
26,1.834,-14.474,-0.7456549989097114,70.4,0.04974,0.32,1.0833333333333333,-0.6547913477720667
27,1.917,-14.291,-0.6182524050789642,68.48,0.674328,0.32,1.125,-0.9087038846579982
28,1.122,-14.266,-0.767233998968142,66.549,1.227149,0.32,1.1666666666666667,-0.999020813314648
29,0.977,-13.841,-0.7780258549593817,64.821,0.508766,0.32,1.2083333333333333,-0.992679756013001
30,2.694,-13.983,-0.6754076079913296,63.947,0.95358,0.32,1.25,0.972359409293812
31,2.499,-13.68,-0.6993711375970347,62.859,0.542162,0.32,1.2916666666666667,0.700127418988718
32,1.913,-13.916,-0.9516358582486111,61.984,0.241593,0.32,1.3333333333333333,0.9733016930468491
33,1.297,-13.722,-0.9406421178797912,61.365,0.352441,0.32,1.375,0.7741623082519141
34,1.643,-13.812,-0.7934869050027916,61.675,0.362389,0.32,1.4166666666666667,-0.9664371773153143
35,1.814,-13.81,-0.6694865010559268,61.611,0.287069,0.32,1.4583333333333333,0.7719776637568551
36,2.227,-13.56,-0.750961738947918,61.696,0.284227,0.32,1.5,-0.8700179651340301
37,1.81,-13.747,-0.832451440612627,62.251,0.181905,0.32,1.5416666666666667,-0.8066276306870535
38,2.619,-13.503,-0.6567623590515289,62.144,0.131455,0.32,1.5833333333333333,-0.13402285859877888
39,2.729,-13.71,-0.6438484172963563,67.787,0.121507,0.32,1.625,0.9948064157085438
40,2.26,-13.728,-0.767233998968142,76.192,0.265752,0.32,1.6666666666666667,0.9969072868669306
41,3.067,-13.597,-0.7086036430647507,82.315,0.795835,0.32,1.7083333333333333,-0.5712105928372639
42,2.638,-13.466,-0.7086036430647507,84.117,0.588349,0.32,1.75,-0.8525236612319875
43,2.635,-13.672,-0.6079827162189354,84.203,0.553532,0.32,1.7916666666666667,0.006016682799388925
44,1.958,-13.334,-0.696506515424013,81.781,0.2757,0.32,1.8333333333333333,0.967607679240645
45,1.269,-13.19,-0.8985776320443911,79.573,0.245146,0.32,1.875,0.6426457640472452
46,1.636,-13.203,-0.6507086262464371,76.939,0.35102,0.32,1.9166666666666667,-0.5901479155780041
47,2.378,-12.72,-0.7057755547941026,74.912,0.339651,0.32,1.9583333333333333,0.9265763128728601
48,2.687,-12.703,-0.5366966873318473,72.96,0.299149,0.32,2.0,-0.9851488485104646
49,2.888,-12.57,-0.8950383984863646,69.973,0.46329,0.32,2.0416666666666665,-0.3872153180587525
50,3.177,-12.536,-0.9488323003976016,67.189,2.070591,0.32,2.0833333333333335,-0.9924448300725429
51,3.314,-12.386,-0.4345308310694206,64.469,1.792049,0.32,2.125,0.8528332847890672
52,2.756,-12.316,-0.8183403058824184,65.824,1.273335,0.32,2.1666666666666665,-0.9919230546026724
53,2.487,-11.899,-0.7287654236346875,64.352,0.439841,0.32,2.2083333333333335,-0.2086215598641998
54,3.21,-11.278,-0.7287654236346875,63.627,1.033874,0.32,2.25,-0.12193783330651514
55,1.993,-11.411,-0.49385477037827286,62.496,0.972055,0.32,2.2916666666666665,0.6452781580946566
56,2.14,-11.378,-0.6627740592897303,66.133,0.340361,0.32,2.3333333333333335,-0.4576502063456658
57,2.943,-11.445,-0.611944851214779,66.837,0.548558,0.32,2.375,0.7868931024515864
58,2.37,-11.511,-0.7780258549593817,67.925,0.169115,0.32,2.4166666666666665,0.9380445332145221
59,1.907,-11.445,-0.48688268610062135,68.416,0.154904,0.32,2.4583333333333335,0.6508089322017239
60,3.155,-11.174,-0.750961738947918,69.088,0.059688,0.32,2.5,-0.9312656741085442
61,3.432,-11.878,-0.6182524050789642,72.853,0.182616,0.32,2.5416666666666665,-0.2136556696363568
62,3.228,-12.236,-0.6993711375970347,74.443,0.638089,0.32,2.5833333333333335,0.8583551812922554
63,3.24,-12.386,-0.7729751538159836,76.341,0.960686,0.32,2.625,0.9955609301350427
64,3.127,-12.636,-0.5984117675139674,77.067,0.818573,0.32,2.6666666666666665,-0.1517272453436942
65,3.281,-12.67,-0.6567623590515289,78.603,0.16272,0.32,2.7083333333333335,-0.3968938080252875
66,2.557,-12.72,-0.7403005372060155,78.645,0.07461,0.32,2.75,0.9998491346719363
67,2.477,-12.62,-0.611944851214779,79.403,0.285648,0.32,2.7916666666666665,-0.5742486787426284
68,1.564,-12.486,-0.5984117675139674,79.115,0.36381,0.32,2.8333333333333335,0.0223120176924437
69,0.0,-12.62,-0.564244012106849,78.944,0.341072,0.32,2.875,0.21814000537357625
70,0.056,-12.686,-0.5919831770900984,78.144,0.341072,0.32,2.9166666666666665,0.21814000537357625
71,0.073,-12.67,-0.6993711375970347,78.101,0.341072,0.32,2.9583333333333335,0.21814000537357625
72,0.0,-12.853,-0.6936307491616032,79.029,0.341072,0.32,3.0,0.21814000537357625
73,0.0,-12.67,-0.7729751538159836,80.149,0.341072,0.32,3.0416666666666665,0.21814000537357625
74,0.0,-12.786,-0.8716296695070751,81.237,0.341072,0.32,3.0833333333333335,0.21814000537357625
75,0.48,-12.703,-0.6407826624105285,82.219,0.341072,0.32,3.125,0.21814000537357625
76,0.712,-13.086,-0.8131346273649362,83.328,0.341072,0.32,3.1666666666666665,-0.4014430000231092
77,0.379,-13.186,-0.4684338657685465,83.712,0.341072,0.32,3.2083333333333335,-0.5246271874887324
78,1.52,-12.97,-0.859104451056953,84.16,0.336809,0.32,3.25,0.8782204905787444
79,0.867,-13.122,-0.5120049697176157,84.736,0.328282,0.32,3.2916666666666665,0.4777515370099457
80,1.069,-13.484,-0.7057755547941026,85.205,0.335387,0.32,3.3333333333333335,-0.9926120608640464
81,1.452,-13.447,-0.7429837119196337,86.869,0.339651,0.32,3.375,0.9858837327975916
82,1.708,-13.672,-0.916209997596475,87.339,0.341072,0.32,3.4166666666666665,-0.8821230010645367
83,1.152,-14.049,-0.259512421237612,86.485,0.33823,0.32,3.4583333333333335,0.8069343940699728
84,0.987,-14.099,-0.7805325530886037,87.616,0.341072,0.32,3.5,0.9423715597899506
85,0.0,-14.516,-0.8873276192683088,87.381,0.341072,0.32,3.5416666666666665,0.9632458164334218
86,0.0,-14.891,-0.6878459685949835,86.293,0.339651,0.32,3.5833333333333335,0.6097601572433005
87,0.0,-14.599,-0.7830267627136275,87.339,0.328282,0.32,3.625,0.6807294387221169
88,0.0,-14.891,-0.6016117265388651,87.488,0.335387,0.32,3.6666666666666665,0.6097601572433005
89,0.0,-14.787,-0.7342201522857121,87.424,0.342493,0.32,3.7083333333333335,-0.6286035115729575
90,0.646,-14.558,-0.6151035489686574,86.827,0.343914,0.32,3.75,0.9909515863577354
91,0.472,-14.499,-0.785508443927082,86.635,0.335387,0.32,3.7916666666666665,0.3573438538577888
92,0.555,-14.362,-0.5716515327497113,86.101,0.341072,0.32,3.8333333333333335,-0.3283702040849727
93,0.0,-14.266,-0.7594825361077773,85.568,0.342493,0.32,3.875,-0.6994142282041563
94,0.0,-14.62,-0.803717735099161,85.995,0.342493,0.32,3.9166666666666665,-0.0015775807587538634
95,0.0,-14.249,-0.7342201522857121,85.973,0.342493,0.32,3.9583333333333335,0.10522725160866829
96,0.0,-14.116,-0.5051167990588947,85.717,0.341072,0.33,0.0,0.15776057759490345
97,0.0,-14.049,-0.4533474265368673,85.675,0.342493,0.33,0.041666666666666664,0.15776057759490345
98,0.0,-14.495,-0.48688268610062135,85.483,0.341072,0.33,0.08333333333333333,0.011422170204874288
99,0.0,-14.641,-0.6694865010559268,85.888,0.341072,0.33,0.125,-0.08148712971696213
100,0.0,-14.891,-0.6993711375970347,85.781,0.341072,0.33,0.16666666666666666,-0.17369215527921084
101,0.0,-14.749,-0.2874058318339185,85.419,0.342493,0.33,0.20833333333333334,-0.04156560328705974
